# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 621K of event 'cpu-clock'
# Event count (approx.): 621702702081
#
# Overhead  Symbol                                                 IPC   [IPC Coverage]
# ........  .....................................................  ....................
#
     0.00%  [.] __GI___pthread_self                                -      -            
     0.00%  [.] __errno_location                                   -      -            
     0.00%  [.] binary_iop                                         -      -            
     0.00%  [.] block_alloc                                        -      -            
     0.00%  [.] clone_combined_dict_keys                           -      -            
     0.00%  [.] descr_traverse.lto_priv.0                          -      -            
     0.00%  [.] dict_length.lto_priv.0                             -      -            
     0.00%  [.] findchar.lto_priv.0                                -      -            
     0.00%  [.] get_unicode_state.lto_priv.0                       -      -            
     0.00%  [.] long_bitwise                                       -      -            
     0.00%  [.] lookup_maybe_method.lto_priv.0                     -      -            
     0.00%  [.] merge_compute_minrun                               -      -            
     0.00%  [.] merge_freemem                                      -      -            
     0.00%  [.] meth_traverse.lto_priv.0                           -      -            
     0.00%  [.] method_traverse.lto_priv.0                         -      -            
     0.00%  [.] realloc                                            -      -            
     0.00%  [.] tok_get                                            -      -            
     0.00%  [.] unicode_char.lto_priv.0                            -      -            
     0.00%  [.] unicode_fromformat_write_str                       -      -            
     0.00%  [k] 0xffffffff8255b5b0                                 -      -            
     0.00%  [k] 0xffffffff8263241d                                 -      -            
     0.00%  [k] 0xffffffff8268cd0e                                 -      -            
     0.00%  [k] 0xffffffff8268f5a9                                 -      -            
     0.00%  [k] 0xffffffff826ade9c                                 -      -            
     0.00%  [k] 0xffffffff826b9a4a                                 -      -            
     0.00%  [k] 0xffffffff826b9a50                                 -      -            
     0.00%  [k] 0xffffffff826cbcec                                 -      -            
     0.00%  [k] 0xffffffff826d0644                                 -      -            
     0.00%  [k] 0xffffffff826d2972                                 -      -            
     0.00%  [k] 0xffffffff826d9211                                 -      -            
     0.00%  [k] 0xffffffff82906a60                                 -      -            
     0.00%  [k] 0xffffffff82989ca9                                 -      -            
     0.00%  [k] 0xffffffff82ae189b                                 -      -            
     0.00%  [k] 0xffffffff82bf94f2                                 -      -            
     0.00%  [k] 0xffffffff82d59590                                 -      -            
     0.00%  [.] 0x00000000000219f0                                 -      -            
     0.00%  [.] 0x0000000000022d04                                 -      -            
     0.00%  [.] 0x00000000001a0873                                 -      -            
     0.00%  [.] BaseException_new.lto_priv.0                       -      -            
     0.00%  [.] PyFrame_GetLineNumber                              -      -            
     0.00%  [.] PyMem_Malloc                                       -      -            
     0.00%  [.] PyObject_VectorcallMethod                          -      -            
     0.00%  [.] PyType_Ready                                       -      -            
     0.00%  [.] PyUnicode_FromString                               -      -            
     0.00%  [.] _PyBytes_FromSize.lto_priv.0                       -      -            
     0.00%  [.] _PyCode_CheckLineNumber                            -      -            
     0.00%  [.] _PyObject_Call_Prepend                             -      -            
     0.00%  [.] _PyObject_VectorcallTstate.lto_priv.6              -      -            
     0.00%  [.] _PyThreadState_Swap                                -      -            
     0.00%  [.] _PyTraceBack_FromFrame                             -      -            
     0.00%  [.] _PyUnicodeWriter_Finish                            -      -            
     0.00%  [.] _PyUnicodeWriter_WriteStr                          -      -            
     0.00%  [.] _Py_HashBytes                                      -      -            
     0.00%  [.] __libc_pread                                       -      -            
     0.00%  [.] __strncmp_avx2                                     -      -            
     0.00%  [.] __strncpy_avx2                                     -      -            
     0.00%  [.] _dl_fixup                                          -      -            
     0.00%  [.] _get_keyword_or_name_type                          -      -            
     0.00%  [.] _io_FileIO_readall_impl                            -      -            
     0.00%  [.] _pystat_fromstructstat.lto_priv.0                  -      -            
     0.00%  [.] builtin___build_class__                            -      -            
     0.00%  [.] cfunction_vectorcall_NOARGS.lto_priv.0             -      -            
     0.00%  [.] convertitem                                        -      -            
     0.00%  [.] do_lookup_x                                        -      -            
     0.00%  [.] float_sub.lto_priv.0                               -      -            
     0.00%  [.] gc_list_move                                       -      -            
     0.00%  [.] gc_traverse.lto_priv.0                             -      -            
     0.00%  [.] inversion_rule.lto_priv.0                          -      -            
     0.00%  [.] maybe_small_long.lto_priv.0                        -      -            
     0.00%  [.] parser_init                                        -      -            
     0.00%  [.] path_converter.lto_priv.0                          -      -            
     0.00%  [.] pthread_mutex_lock@@GLIBC_2.2.5                    -      -            
     0.00%  [.] reverse_sortslice                                  -      -            
     0.00%  [.] sem_post@GLIBC_2.2.5                               -      -            
     0.00%  [.] set_table_resize                                   -      -            
     0.00%  [.] sre_ucs1_match.lto_priv.0                          -      -            
     0.00%  [.] tailmatch.lto_priv.0                               -      -            
     0.00%  [.] take_gil                                           -      -            
     0.00%  [.] unicode_decode_utf8.lto_priv.0                     -      -            
     0.00%  [.] unicode_subscript.lto_priv.0                       -      -            
     0.00%  [.] unsafe_latin_compare                               -      -            
     0.00%  [.] vgetargs1_impl                                     -      -            
     0.00%  [k] 0xffffffff824e05c6                                 -      -            
     0.00%  [k] 0xffffffff8255d8c7                                 -      -            
     0.00%  [k] 0xffffffff8255f5e6                                 -      -            
     0.00%  [k] 0xffffffff8256b370                                 -      -            
     0.00%  [k] 0xffffffff82650eb0                                 -      -            
     0.00%  [k] 0xffffffff82655701                                 -      -            
     0.00%  [k] 0xffffffff82677571                                 -      -            
     0.00%  [k] 0xffffffff8268cd0a                                 -      -            
     0.00%  [k] 0xffffffff826ad1f1                                 -      -            
     0.00%  [k] 0xffffffff826adeca                                 -      -            
     0.00%  [k] 0xffffffff826b9a10                                 -      -            
     0.00%  [k] 0xffffffff826d28b3                                 -      -            
     0.00%  [k] 0xffffffff826fd376                                 -      -            
     0.00%  [k] 0xffffffff826fd623                                 -      -            
     0.00%  [k] 0xffffffff82986980                                 -      -            
     0.00%  [k] 0xffffffff82a1e6d5                                 -      -            
     0.00%  [k] 0xffffffff82a1f659                                 -      -            
     0.00%  [k] 0xffffffff82b2645a                                 -      -            
     0.00%  [k] 0xffffffff82b47794                                 -      -            
     0.00%  [k] 0xffffffff82c00c77                                 -      -            
     0.00%  [k] 0xffffffff82d58f50                                 -      -            
     0.00%  [k] 0xffffffff82d5ec7b                                 -      -            
     0.00%  [.] AttributeError_clear                               -      -            
     0.00%  [.] AttributeError_dealloc                             -      -            
     0.00%  [.] AttributeError_init                                -      -            
     0.00%  [.] PyBytes_AsString                                   -      -            
     0.00%  [.] PyDictProxy_New                                    -      -            
     0.00%  [.] PyDict_DelItem                                     -      -            
     0.00%  [.] PyErr_CheckSignals                                 -      -            
     0.00%  [.] PyLineTable_InitAddressRange                       -      -            
     0.00%  [.] PyLong_FromUnsignedLong                            -      -            
     0.00%  [.] PyStructSequence_New                               -      -            
     0.00%  [.] PyThread_acquire_lock_timed                        -      -            
     0.00%  [.] PyType_GenericNew                                  -      -            
     0.00%  [.] PyUnicode_Append                                   -      -            
     0.00%  [.] PyUnicode_Contains                                 -      -            
     0.00%  [.] PyUnicode_EncodeFSDefault                          -      -            
     0.00%  [.] PyUnicode_RPartition                               -      -            
     0.00%  [.] Py_UniversalNewlineFgets                           -      -            
     0.00%  [.] _PyAST_Name                                        -      -            
     0.00%  [.] _PyErr_CheckSignalsTstate                          -      -            
     0.00%  [.] _PyErr_GetTopmostException                         -      -            
     0.00%  [.] _PyObject_GetAttrId                                -      -            
     0.00%  [.] _PyObject_LookupAttr                               -      -            
     0.00%  [.] _PyPegen_name_from_token                           -      -            
     0.00%  [.] _PyPegen_new_identifier                            -      -            
     0.00%  [.] _PyStack_UnpackDict_Free                           -      -            
     0.00%  [.] _PyUnicodeWriter_Init                              -      -            
     0.00%  [.] _PyUnicodeWriter_PrepareInternal                   -      -            
     0.00%  [.] _PyUnicodeWriter_WriteASCIIString                  -      -            
     0.00%  [.] _PyUnicode_EqualToASCIIId                          -      -            
     0.00%  [.] _PyUnicode_FastCopyCharacters                      -      -            
     0.00%  [.] _PyUnicode_IsTitlecase                             -      -            
     0.00%  [.] _PyUnicode_XStrip                                  -      -            
     0.00%  [.] __GI___close_nocancel                              -      -            
     0.00%  [.] __GI___open64_nocancel                             -      -            
     0.00%  [.] __GI___readdir64                                   -      -            
     0.00%  [.] __GI___tcgetattr                                   -      -            
     0.00%  [.] __brk                                              -      -            
     0.00%  [.] __close                                            -      -            
     0.00%  [.] __mbsrtowcs_l                                      -      -            
     0.00%  [.] __strcmp_avx2                                      -      -            
     0.00%  [.] _dl_sysdep_start                                   -      -            
     0.00%  [.] _int_realloc                                       -      -            
     0.00%  [.] _io_open                                           -      -            
     0.00%  [.] assemble.lto_priv.0                                -      -            
     0.00%  [.] bitwise_xor_rule                                   -      -            
     0.00%  [.] buffered_close.lto_priv.0                          -      -            
     0.00%  [.] bytes_subscript                                    -      -            
     0.00%  [.] descr_dealloc.lto_priv.0                           -      -            
     0.00%  [.] drop_gil                                           -      -            
     0.00%  [.] ensure_unicode.lto_priv.0                          -      -            
     0.00%  [.] excess_args                                        -      -            
     0.00%  [.] find_internal                                      -      -            
     0.00%  [.] find_keyword                                       -      -            
     0.00%  [.] get_latin1_char.lto_priv.0                         -      -            
     0.00%  [.] handle_weakrefs                                    -      -            
     0.00%  [.] inherit_special                                    -      -            
     0.00%  [.] initialize_token                                   -      -            
     0.00%  [.] intel_check_word.constprop.0                       -      -            
     0.00%  [.] invoke_gc_callback                                 -      -            
     0.00%  [.] k_mul                                              -      -            
     0.00%  [.] list_length.lto_priv.0                             -      -            
     0.00%  [.] list_richcompare.lto_priv.0                        -      -            
     0.00%  [.] lock_traverse.lto_priv.0                           -      -            
     0.00%  [.] long_from_binary_base                              -      -            
     0.00%  [.] long_to_decimal_string_internal                    -      -            
     0.00%  [.] mro_implementation                                 -      -            
     0.00%  [.] new_dict_with_shared_keys.lto_priv.0               -      -            
     0.00%  [.] normalize_basic_block                              -      -            
     0.00%  [.] pthread_mutex_unlock@@GLIBC_2.2.5                  -      -            
     0.00%  [.] set_inheritable.lto_priv.0                         -      -            
     0.00%  [.] shift_expr_rule                                    -      -            
     0.00%  [.] slot_tp_getattr_hook                               -      -            
     0.00%  [.] star_atom_rule                                     -      -            
     0.00%  [.] star_named_expression_rule.lto_priv.0              -      -            
     0.00%  [.] structseq_dealloc                                  -      -            
     0.00%  [.] sum_raw                                            -      -            
     0.00%  [.] sum_rule                                           -      -            
     0.00%  [.] super_dealloc.lto_priv.0                           -      -            
     0.00%  [.] sysmalloc                                          -      -            
     0.00%  [.] term_raw                                           -      -            
     0.00%  [.] tuplegetter_traverse.lto_priv.0                    -      -            
     0.00%  [.] type_mro_modified                                  -      -            
     0.00%  [.] type_new.lto_priv.0                                -      -            
     0.00%  [.] unicode_compare                                    -      -            
     0.00%  [.] unicode_fromformat_write_cstr                      -      -            
     0.00%  [.] unicode_new_impl.lto_priv.0                        -      -            
     0.00%  [.] validate_exprs                                     -      -            
     0.00%  [k] 0xffffffff824bfac0                                 -      -            
     0.00%  [k] 0xffffffff824bff68                                 -      -            
     0.00%  [k] 0xffffffff824c42d1                                 -      -            
     0.00%  [k] 0xffffffff825001f0                                 -      -            
     0.00%  [k] 0xffffffff8255cca0                                 -      -            
     0.00%  [k] 0xffffffff8255cdf3                                 -      -            
     0.00%  [k] 0xffffffff8255e872                                 -      -            
     0.00%  [k] 0xffffffff82565b2f                                 -      -            
     0.00%  [k] 0xffffffff82565ba3                                 -      -            
     0.00%  [k] 0xffffffff826323cf                                 -      -            
     0.00%  [k] 0xffffffff82639cb3                                 -      -            
     0.00%  [k] 0xffffffff82677566                                 -      -            
     0.00%  [k] 0xffffffff82682e8c                                 -      -            
     0.00%  [k] 0xffffffff8268cead                                 -      -            
     0.00%  [k] 0xffffffff8268fc9e                                 -      -            
     0.00%  [k] 0xffffffff8268fdbb                                 -      -            
     0.00%  [k] 0xffffffff826c61a0                                 -      -            
     0.00%  [k] 0xffffffff826c6278                                 -      -            
     0.00%  [k] 0xffffffff826cbd09                                 -      -            
     0.00%  [k] 0xffffffff826d27d1                                 -      -            
     0.00%  [k] 0xffffffff826d2874                                 -      -            
     0.00%  [k] 0xffffffff826d29cb                                 -      -            
     0.00%  [k] 0xffffffff826d7633                                 -      -            
     0.00%  [k] 0xffffffff826d7b40                                 -      -            
     0.00%  [k] 0xffffffff826d922e                                 -      -            
     0.00%  [k] 0xffffffff826d9236                                 -      -            
     0.00%  [k] 0xffffffff826dc7c1                                 -      -            
     0.00%  [k] 0xffffffff826dd626                                 -      -            
     0.00%  [k] 0xffffffff826dd62e                                 -      -            
     0.00%  [k] 0xffffffff826dd637                                 -      -            
     0.00%  [k] 0xffffffff826df5ab                                 -      -            
     0.00%  [k] 0xffffffff826e1baf                                 -      -            
     0.00%  [k] 0xffffffff826f0ad0                                 -      -            
     0.00%  [k] 0xffffffff826ff1a3                                 -      -            
     0.00%  [k] 0xffffffff8270f5dd                                 -      -            
     0.00%  [k] 0xffffffff8271a16e                                 -      -            
     0.00%  [k] 0xffffffff82986d06                                 -      -            
     0.00%  [k] 0xffffffff82987810                                 -      -            
     0.00%  [k] 0xffffffff82a1f20d                                 -      -            
     0.00%  [k] 0xffffffff82a1f30d                                 -      -            
     0.00%  [k] 0xffffffff82adcd9c                                 -      -            
     0.00%  [k] 0xffffffff82ae1a25                                 -      -            
     0.00%  [k] 0xffffffff82b40f90                                 -      -            
     0.00%  [k] 0xffffffff82b46741                                 -      -            
     0.00%  [k] 0xffffffff82b47290                                 -      -            
     0.00%  [k] 0xffffffff82b48de0                                 -      -            
     0.00%  [k] 0xffffffff82b6b0b9                                 -      -            
     0.00%  [k] 0xffffffff82bd6eb0                                 -      -            
     0.00%  [k] 0xffffffff82bdf34f                                 -      -            
     0.00%  [k] 0xffffffff82bdf57d                                 -      -            
     0.00%  [k] 0xffffffff82be5d10                                 -      -            
     0.00%  [k] 0xffffffff82c01a70                                 -      -            
     0.00%  [k] 0xffffffff82c05b40                                 -      -            
     0.00%  [k] 0xffffffff82c0c850                                 -      -            
     0.00%  [k] 0xffffffff82c21734                                 -      -            
     0.00%  [k] 0xffffffff82d4ffbe                                 -      -            
     0.00%  [k] 0xffffffff82d52a78                                 -      -            
     0.00%  [k] 0xffffffff82d595a0                                 -      -            
     0.00%  [.] 0x0000000000022284                                 -      -            
     0.00%  [.] 0x00000000001a085d                                 -      -            
     0.00%  [.] BaseException_init.lto_priv.0                      -      -            
     0.00%  [.] ImportError_init.lto_priv.0                        -      -            
     0.00%  [.] OSError_new.lto_priv.0                             -      -            
     0.00%  [.] PyArg_ParseTuple                                   -      -            
     0.00%  [.] PyBuffer_FillInfo                                  -      -            
     0.00%  [.] PyByteArray_Resize                                 -      -            
     0.00%  [.] PyDict_Clear                                       -      -            
     0.00%  [.] PyDict_Next                                        -      -            
     0.00%  [.] PyErr_ExceptionMatches                             -      -            
     0.00%  [.] PyErr_Fetch                                        -      -            
     0.00%  [.] PyEval_EvalCode                                    -      -            
     0.00%  [.] PyFrame_GetCode                                    -      -            
     0.00%  [.] PyImport_ImportModuleLevelObject                   -      -            
     0.00%  [.] PyIndex_Check                                      -      -            
     0.00%  [.] PyLong_AsUnsignedLong                              -      -            
     0.00%  [.] PyLong_FromSize_t                                  -      -            
     0.00%  [.] PyLong_FromString                                  -      -            
     0.00%  [.] PyMem_RawFree                                      -      -            
     0.00%  [.] PyMember_GetOne                                    -      -            
     0.00%  [.] PyMember_SetOne                                    -      -            
     0.00%  [.] PyModuleDef_Init                                   -      -            
     0.00%  [.] PyNumber_And                                       -      -            
     0.00%  [.] PyOS_FSPath                                        -      -            
     0.00%  [.] PyOS_strtoul                                       -      -            
     0.00%  [.] PyObject_CallOneArg.lto_priv.13                    -      -            
     0.00%  [.] PyObject_Calloc                                    -      -            
     0.00%  [.] PyObject_ClearWeakRefs                             -      -            
     0.00%  [.] PySequence_Fast                                    -      -            
     0.00%  [.] PyThread_acquire_lock                              -      -            
     0.00%  [.] PyThread_get_thread_ident                          -      -            
     0.00%  [.] PyTokenizer_Get                                    -      -            
     0.00%  [.] PyUnicode_DecodeUTF8Stateful                       -      -            
     0.00%  [.] PyUnicode_FSConverter                              -      -            
     0.00%  [.] PyUnicode_FromFormat                               -      -            
     0.00%  [.] PyUnicode_FromOrdinal                              -      -            
     0.00%  [.] PyUnicode_Join                                     -      -            
     0.00%  [.] PyUnicode_Substring                                -      -            
     0.00%  [.] PyWrapper_New                                      -      -            
     0.00%  [.] _IO_default_xsputn                                 -      -            
     0.00%  [.] _PyAST_Constant                                    -      -            
     0.00%  [.] _PyArg_ParseTupleAndKeywords_SizeT                 -      -            
     0.00%  [.] _PyArg_ParseTuple_SizeT                            -      -            
     0.00%  [.] _PyBytes_Resize                                    -      -            
     0.00%  [.] _PyCodec_Lookup                                    -      -            
     0.00%  [.] _PyDict_KeysSize                                   -      -            
     0.00%  [.] _PyDict_MergeEx                                    -      -            
     0.00%  [.] _PyErr_ExceptionMatches                            -      -            
     0.00%  [.] _PyIOBase_check_readable                           -      -            
     0.00%  [.] _PyIncrementalNewlineDecoder_decode                -      -            
     0.00%  [.] _PyLong_AsInt                                      -      -            
     0.00%  [.] _PyLong_AsUnsignedLongLongMask                     -      -            
     0.00%  [.] _PyLong_FromByteArray                              -      -            
     0.00%  [.] _PyMem_RawRealloc                                  -      -            
     0.00%  [.] _PyModule_ClearDict                                -      -            
     0.00%  [.] _PyObject_FastCallDictTstate                       -      -            
     0.00%  [.] _PyObject_SetAttrId                                -      -            
     0.00%  [.] _PyPegen_Parser_Free                               -      -            
     0.00%  [.] _PyPegen_insert_memo                               -      -            
     0.00%  [.] _PyPegen_make_arguments                            -      -            
     0.00%  [.] _PyPegen_parse                                     -      -            
     0.00%  [.] _PyPegen_string_token                              -      -            
     0.00%  [.] _PyStack_UnpackDict                                -      -            
     0.00%  [.] _PyTime_Divide                                     -      -            
     0.00%  [.] _PyType_CalculateMetaclass                         -      -            
     0.00%  [.] _PyUnicodeWriter_Update.lto_priv.0                 -      -            
     0.00%  [.] _PyUnicode_EQ                                      -      -            
     0.00%  [.] _PyUnicode_FromASCII                               -      -            
     0.00%  [.] _PyUnicode_IsLowercase                             -      -            
     0.00%  [.] _PyUnicode_IsUppercase                             -      -            
     0.00%  [.] _PyUnicode_ScanIdentifier                          -      -            
     0.00%  [.] _Py_HashPointer                                    -      -            
     0.00%  [.] _Py_asdl_arg_seq_new                               -      -            
     0.00%  [.] _Py_bytes_lower                                    -      -            
     0.00%  [.] __GI___ioctl                                       -      -            
     0.00%  [.] __GI___libc_open                                   -      -            
     0.00%  [.] __GI___read_nocancel                               -      -            
     0.00%  [.] __GI___stat64                                      -      -            
     0.00%  [.] __dcigettext                                       -      -            
     0.00%  [.] __mbsrtowcs                                        -      -            
     0.00%  [.] __read_chk                                         -      -            
     0.00%  [.] __strcasecmp_l_avx                                 -      -            
     0.00%  [.] __strnlen_ifunc                                    -      -            
     0.00%  [.] __wcslen_avx2                                      -      -            
     0.00%  [.] __wcsrtombs                                        -      -            
     0.00%  [.] _bufferedreader_read_all.lto_priv.0                -      -            
     0.00%  [.] _dl_catch_error                                    -      -            
     0.00%  [.] _dl_check_map_versions                             -      -            
     0.00%  [.] _dl_lookup_symbol_x                                -      -            
     0.00%  [.] _dl_map_object                                     -      -            
     0.00%  [.] _dl_name_match_p                                   -      -            
     0.00%  [.] _dl_new_object                                     -      -            
     0.00%  [.] _dl_runtime_resolve_xsave                          -      -            
     0.00%  [.] _gather_36_rule.lto_priv.0                         -      -            
     0.00%  [.] _imp_is_builtin_impl.lto_priv.0                    -      -            
     0.00%  [.] _imp_is_frozen.lto_priv.0                          -      -            
     0.00%  [.] _imp_release_lock.lto_priv.0                       -      -            
     0.00%  [.] _io_BufferedReader___init___impl                   -      -            
     0.00%  [.] _io_FileIO___init__.lto_priv.0                     -      -            
     0.00%  [.] _io_FileIO___init___impl                           -      -            
     0.00%  [.] _io__Buffered_read_impl.lto_priv.0                 -      -            
     0.00%  [.] _io__IOBase_flush.lto_priv.0                       -      -            
     0.00%  [.] _io__IOBase_flush_impl                             -      -            
     0.00%  [.] _list_clear.lto_priv.0                             -      -            
     0.00%  [.] _loop0_88_rule                                     -      -            
     0.00%  [.] _loop0_94_rule.lto_priv.0                          -      -            
     0.00%  [.] _loop1_104_rule.lto_priv.0                         -      -            
     0.00%  [.] _loop1_96_rule.lto_priv.0                          -      -            
     0.00%  [.] _memory_release                                    -      -            
     0.00%  [.] _nl_find_locale                                    -      -            
     0.00%  [.] _signal_module_traverse                            -      -            
     0.00%  [.] _tmp_111_rule.lto_priv.0                           -      -            
     0.00%  [.] _tmp_115_rule.lto_priv.0                           -      -            
     0.00%  [.] _tmp_16_rule.lto_priv.0                            -      -            
     0.00%  [.] _tmp_17_rule.lto_priv.0                            -      -            
     0.00%  [.] analyze_block                                      -      -            
     0.00%  [.] analyze_cells                                      -      -            
     0.00%  [.] analyze_child_block                                -      -            
     0.00%  [.] analyze_name                                       -      -            
     0.00%  [.] asciilib_fastsearch.lto_priv.0                     -      -            
     0.00%  [.] asciilib_partition.lto_priv.0                      -      -            
     0.00%  [.] asciilib_rpartition.lto_priv.0                     -      -            
     0.00%  [.] asciilib_split_char.lto_priv.0                     -      -            
     0.00%  [.] assemble_emit                                      -      -            
     0.00%  [.] assemble_line_range                                -      -            
     0.00%  [.] assemble_lnotab                                    -      -            
     0.00%  [.] assign_version_tag.lto_priv.0                      -      -            
     0.00%  [.] ast_dealloc                                        -      -            
     0.00%  [.] astfold_arg                                        -      -            
     0.00%  [.] astfold_expr                                       -      -            
     0.00%  [.] astfold_stmt                                       -      -            
     0.00%  [.] attrgetter_call                                    -      -            
     0.00%  [.] bitwise_and_raw                                    -      -            
     0.00%  [.] bitwise_and_rule                                   -      -            
     0.00%  [.] buffered_traverse.lto_priv.0                       -      -            
     0.00%  [.] builtin_any                                        -      -            
     0.00%  [.] builtin_getattr                                    -      -            
     0.00%  [.] builtin_isinstance                                 -      -            
     0.00%  [.] builtin_isinstance_impl                            -      -            
     0.00%  [.] builtin_round                                      -      -            
     0.00%  [.] bytearray_ass_subscript.lto_priv.0                 -      -            
     0.00%  [.] bytearray_subscript.lto_priv.0                     -      -            
     0.00%  [.] bytes_rfind                                        -      -            
     0.00%  [.] cell_traverse.lto_priv.0                           -      -            
     0.00%  [.] chain_next                                         -      -            
     0.00%  [.] classmethod_get.lto_priv.0                         -      -            
     0.00%  [.] clear_slots                                        -      -            
     0.00%  [.] cm_dealloc.lto_priv.0                              -      -            
     0.00%  [.] compiler_add_const                                 -      -            
     0.00%  [.] compiler_make_closure.lto_priv.0                   -      -            
     0.00%  [.] compiler_nameop.lto_priv.0                         -      -            
     0.00%  [.] compiler_visit_expr.lto_priv.0                     -      -            
     0.00%  [.] compute_code_flags                                 -      -            
     0.00%  [.] conjunction_rule.lto_priv.0                        -      -            
     0.00%  [.] countformat                                        -      -            
     0.00%  [.] defdict_traverse                                   -      -            
     0.00%  [.] delete_garbage                                     -      -            
     0.00%  [.] dict_keys_inorder                                  -      -            
     0.00%  [.] dict_merge                                         -      -            
     0.00%  [.] dictitems_new.lto_priv.0                           -      -            
     0.00%  [.] dictiter_iternextvalue.lto_priv.0                  -      -            
     0.00%  [.] dictiter_traverse.lto_priv.0                       -      -            
     0.00%  [.] dir_fd_and_fd_invalid.lto_priv.0                   -      -            
     0.00%  [.] do_mktuple                                         -      -            
     0.00%  [.] eval_rule.lto_priv.0                               -      -            
     0.00%  [.] filter_vectorcall.lto_priv.0                       -      -            
     0.00%  [.] finalize_garbage                                   -      -            
     0.00%  [.] fix_status                                         -      -            
     0.00%  [.] free_preallocated_memerrors                        -      -            
     0.00%  [.] freeblock                                          -      -            
     0.00%  [.] func_get_annotation_dict                           -      -            
     0.00%  [.] gc_collect_generations                             -      -            
     0.00%  [.] get_basic_refs.lto_priv.0                          -      -            
     0.00%  [.] get_common_indices.constprop.0                     -      -            
     0.00%  [.] get_frame_state                                    -      -            
     0.00%  [.] get_type_attr_as_size                              -      -            
     0.00%  [.] getset_get.lto_priv.0                              -      -            
     0.00%  [.] getset_set.lto_priv.0                              -      -            
     0.00%  [.] has_legacy_finalizer                               -      -            
     0.00%  [.] import_find_and_load                               -      -            
     0.00%  [.] import_get_module                                  -      -            
     0.00%  [.] inherit_patma_flags                                -      -            
     0.00%  [.] init_cpu_features.constprop.0                      -      -            
     0.00%  [.] init_flags                                         -      -            
     0.00%  [.] init_shape_strides                                 -      -            
     0.00%  [.] internal_close                                     -      -            
     0.00%  [.] is_builtin                                         -      -            
     0.00%  [.] itertools_starmap_impl.lto_priv.0                  -      -            
     0.00%  [.] kvpair_rule                                        -      -            
     0.00%  [.] lambda_param_no_default_rule.lto_priv.0            -      -            
     0.00%  [.] list_contains.lto_priv.0                           -      -            
     0.00%  [.] list_new_prealloc                                  -      -            
     0.00%  [.] list_slice                                         -      -            
     0.00%  [.] llseek@GLIBC_2.2.5                                 -      -            
     0.00%  [.] lock_dealloc.lto_priv.0                            -      -            
     0.00%  [.] logf@@GLIBC_2.27                                   -      -            
     0.00%  [.] long_and.lto_priv.0                                -      -            
     0.00%  [.] long_bool.lto_priv.0                               -      -            
     0.00%  [.] long_divrem.lto_priv.0                             -      -            
     0.00%  [.] long_format_binary                                 -      -            
     0.00%  [.] make_const_tuple                                   -      -            
     0.00%  [.] make_new_set                                       -      -            
     0.00%  [.] makecode                                           -      -            
     0.00%  [.] malloc_consolidate                                 -      -            
     0.00%  [.] mappingproxy_dealloc.lto_priv.0                    -      -            
     0.00%  [.] marshal_loads_impl                                 -      -            
     0.00%  [.] mbuf_release                                       -      -            
     0.00%  [.] mbuf_traverse.lto_priv.0                           -      -            
     0.00%  [.] member_get.lto_priv.0                              -      -            
     0.00%  [.] member_set.lto_priv.0                              -      -            
     0.00%  [.] memory_getbuf.lto_priv.0                           -      -            
     0.00%  [.] method_vectorcall_FASTCALL_KEYWORDS_METHOD         -      -            
     0.00%  [.] method_vectorcall_VARARGS                          -      -            
     0.00%  [.] module_traverse.lto_priv.0                         -      -            
     0.00%  [.] move_legacy_finalizers                             -      -            
     0.00%  [.] mro_internal.lto_priv.0                            -      -            
     0.00%  [.] named_expression_rule.lto_priv.0                   -      -            
     0.00%  [.] object_isinstance                                  -      -            
     0.00%  [.] object_issubclass                                  -      -            
     0.00%  [.] object_new.lto_priv.0                              -      -            
     0.00%  [.] object_recursive_isinstance                        -      -            
     0.00%  [.] object_vacall                                      -      -            
     0.00%  [.] optimize_basic_block                               -      -            
     0.00%  [.] os_init                                            -      -            
     0.00%  [.] os_lstat_impl.lto_priv.0                           -      -            
     0.00%  [.] oserror_parse_args                                 -      -            
     0.00%  [.] parse_field                                        -      -            
     0.00%  [.] path_and_dir_fd_invalid.lto_priv.0                 -      -            
     0.00%  [.] path_cleanup.lto_priv.0                            -      -            
     0.00%  [.] pattern_subx                                       -      -            
     0.00%  [.] pattern_traverse.lto_priv.0                        -      -            
     0.00%  [.] posix_do_stat                                      -      -            
     0.00%  [.] primary_raw                                        -      -            
     0.00%  [.] propagate_line_numbers                             -      -            
     0.00%  [.] pysiphash                                          -      -            
     0.00%  [.] read_alias_file                                    -      -            
     0.00%  [.] remove_subclass                                    -      -            
     0.00%  [.] replace                                            -      -            
     0.00%  [.] resize_compact.lto_priv.0                          -      -            
     0.00%  [.] reversed_vectorcall.lto_priv.0                     -      -            
     0.00%  [.] set_collection_flag_recursive                      -      -            
     0.00%  [.] set_discard_key                                    -      -            
     0.00%  [.] set_insert_clean                                   -      -            
     0.00%  [.] set_ior.lto_priv.0                                 -      -            
     0.00%  [.] set_richcompare.lto_priv.0                         -      -            
     0.00%  [.] set_update_internal                                -      -            
     0.00%  [.] single_subscript_attribute_target_rule.lto_priv.0  -      -            
     0.00%  [.] slot_sq_length                                     -      -            
     0.00%  [.] slot_tp_new                                        -      -            
     0.00%  [.] sm_dealloc.lto_priv.0                              -      -            
